Date,Region,Temperature (°C),Rainfall (mm),Humidity (%),Crop Yield Impact Score,fruit_Commodity,fruit_Price per Unit (LKR/kg),vegitable_Commodity,vegitable_Price per Unit (LKR/kg)
4/12/2020,Polonnaruwa,24.3,194.2,79.5,1.58,Mango,143.32,Knol-Khol,105.43
4/12/2020,Puttalam,20.6,240.4,82.2,0.64,Mango,237.27,Knol-Khol,243.28
4/12/2020,Ratnapura,35.2,270.5,86.8,0.58,Mango,174.28,Knol-Khol,419.86
4/12/2020,Trincomalee,32,40.2,61.4,1.97,Mango,474.93,Knol-Khol,98.27
4/12/2020,Vavuniya,24.1,84.9,68.1,1.19,Mango,320.93,Knol-Khol,295.61
4/12/2020,Ampara,33.7,210,60,1.11,Pineapple,437.03,Pumpkin,437.91
4/12/2020,Anuradhapura,34.6,32.4,55.2,1.58,Pineapple,175.58,Pumpkin,133.76
4/12/2020,Badulla,29.7,284.6,65.2,0.78,Pineapple,214.9,Pumpkin,238.18
4/12/2020,Batticaloa,28.8,48.3,51.1,1.05,Pineapple,109.11,Pumpkin,165.38
4/12/2020,Colombo,21.7,171.8,55.4,0.8,Pineapple,119.39,Pumpkin,320.02
4/12/2020,Galle,30.4,22.8,87.4,1.4,Pineapple,51.59,Pumpkin,405.7
4/12/2020,Gampaha,24.2,69,88.1,1.4,Pineapple,139.85,Pumpkin,467.58
4/12/2020,Hambantota,34.6,262.9,63.3,1.37,Pineapple,493.81,Pumpkin,139.65
4/12/2020,Jaffna,37.6,338.9,65.6,1.29,Pineapple,416.13,Pumpkin,393.56
4/12/2020,Kalutara,23.7,69.7,89.1,1.11,Pineapple,251.62,Pumpkin,460.75
4/12/2020,Kandy,28.7,299.9,78.8,1.29,Pineapple,294.86,Pumpkin,341.11
4/12/2020,Kegalle,31.6,349.6,78.1,0.73,Pineapple,155.94,Pumpkin,245.68
4/12/2020,Kilinochchi,37.5,366.5,62.7,1.86,Pineapple,109.27,Pumpkin,172.41
4/12/2020,Kurunegala,34.3,396.6,70,0.52,Pineapple,240.8,Pumpkin,342.99
4/12/2020,Mannar,25.7,97.4,88.9,1.13,Pineapple,286.02,Pumpkin,414.92
4/12/2020,Matale,24.5,287.9,81.8,0.79,Pineapple,56.95,Pumpkin,57.96
4/12/2020,Matara,22.7,300,75.6,1.36,Pineapple,199.14,Pumpkin,164.53
4/12/2020,Monaragala,25.7,83.9,73.7,0.54,Pineapple,469.03,Pumpkin,442.95
4/12/2020,Mullaitivu,25.5,129,88.9,1.03,Pineapple,277.56,Pumpkin,224.7
4/12/2020,Nuwara Eliya,21.5,68.9,50.5,1.87,Pineapple,182.47,Pumpkin,417.71
4/12/2020,Polonnaruwa,24.3,194.2,79.5,1.58,Pineapple,135.24,Pumpkin,118
4/12/2020,Puttalam,20.6,240.4,82.2,0.64,Pineapple,476.77,Pumpkin,313.88
4/12/2020,Ratnapura,35.2,270.5,86.8,0.58,Pineapple,74.93,Pumpkin,155.16
4/12/2020,Trincomalee,32,40.2,61.4,1.97,Pineapple,203.98,Pumpkin,212.41
4/12/2020,Vavuniya,24.1,84.9,68.1,1.19,Pineapple,261.06,Pumpkin,350.68
4/12/2020,Ampara,33.7,210,60,1.11,Wood Apple,276.54,Onion,196.92
4/12/2020,Anuradhapura,34.6,32.4,55.2,1.58,Wood Apple,161.39,Onion,289.59
4/12/2020,Badulla,29.7,284.6,65.2,0.78,Wood Apple,449.7,Onion,377.41
4/12/2020,Batticaloa,28.8,48.3,51.1,1.05,Wood Apple,149.93,Onion,356.73
4/13/2020,Colombo,21.7,171.8,55.4,0.8,Wood Apple,399.17,Onion,174.05
4/13/2020,Galle,30.4,22.8,87.4,1.4,Wood Apple,346.97,Onion,394.82
4/13/2020,Gampaha,24.2,69,88.1,1.4,Wood Apple,430.17,Onion,173.08
4/13/2020,Hambantota,34.6,262.9,63.3,1.37,Wood Apple,470.43,Onion,177.22
4/13/2020,Jaffna,37.6,338.9,65.6,1.29,Wood Apple,454.08,Onion,72.21
4/13/2020,Kalutara,23.7,69.7,89.1,1.11,Wood Apple,83.09,Onion,72.97
4/13/2020,Kandy,28.7,299.9,78.8,1.29,Wood Apple,408.78,Onion,470.02
4/13/2020,Kegalle,31.6,349.6,78.1,0.73,Wood Apple,372.65,Onion,495.49
4/13/2020,Kilinochchi,37.5,366.5,62.7,1.86,Wood Apple,472.63,Onion,383.04
4/13/2020,Kurunegala,34.3,396.6,70,0.52,Wood Apple,453.53,Onion,113.56
4/13/2020,Mannar,25.7,97.4,88.9,1.13,Wood Apple,454.29,Onion,277.22
4/13/2020,Matale,24.5,287.9,81.8,0.79,Wood Apple,461.43,Onion,165.7
4/13/2020,Matara,22.7,300,75.6,1.36,Wood Apple,238.55,Onion,378.15
4/13/2020,Monaragala,25.7,83.9,73.7,0.54,Wood Apple,476.65,Onion,86.32
4/13/2020,Mullaitivu,25.5,129,88.9,1.03,Wood Apple,490.41,Onion,446.5
4/13/2020,Nuwara Eliya,21.5,68.9,50.5,1.87,Wood Apple,490.66,Onion,392.7
4/13/2020,Polonnaruwa,24.3,194.2,79.5,1.58,Wood Apple,326.41,Onion,108.67
4/13/2020,Puttalam,20.6,240.4,82.2,0.64,Wood Apple,360.33,Onion,325.43
4/13/2020,Ratnapura,35.2,270.5,86.8,0.58,Wood Apple,452.57,Onion,231.23
4/13/2020,Trincomalee,32,40.2,61.4,1.97,Wood Apple,315.01,Onion,200.76
4/13/2020,Vavuniya,24.1,84.9,68.1,1.19,Wood Apple,329.97,Onion,298.23
4/13/2020,Ampara,33.7,210,60,1.11,Beli Fruit,339.41,Potato,189.32
4/13/2020,Anuradhapura,34.6,32.4,55.2,1.58,Beli Fruit,477.35,Potato,234.92
4/13/2020,Badulla,29.7,284.6,65.2,0.78,Beli Fruit,302.51,Potato,458.4
4/13/2020,Batticaloa,28.8,48.3,51.1,1.05,Beli Fruit,281.05,Potato,52.16
4/13/2020,Colombo,21.7,171.8,55.4,0.8,Beli Fruit,210.99,Potato,444.48
4/13/2020,Galle,30.4,22.8,87.4,1.4,Beli Fruit,178.72,Potato,411.23
4/13/2020,Gampaha,24.2,69,88.1,1.4,Beli Fruit,475.19,Potato,248.55
4/13/2020,Hambantota,34.6,262.9,63.3,1.37,Beli Fruit,257.99,Potato,499.66
4/13/2020,Jaffna,37.6,338.9,65.6,1.29,Beli Fruit,219.52,Potato,403.91
4/13/2020,Kalutara,23.7,69.7,89.1,1.11,Beli Fruit,209.61,Potato,282.5
4/13/2020,Kandy,28.7,299.9,78.8,1.29,Beli Fruit,341.13,Potato,87.11
4/13/2020,Kegalle,31.6,349.6,78.1,0.73,Beli Fruit,234.06,Potato,491.76
4/13/2020,Kilinochchi,37.5,366.5,62.7,1.86,Beli Fruit,325.81,Potato,472.8
4/13/2020,Kurunegala,34.3,396.6,70,0.52,Beli Fruit,112.8,Potato,212.48
4/13/2020,Mannar,25.7,97.4,88.9,1.13,Beli Fruit,357.58,Potato,499.23
4/13/2020,Matale,24.5,287.9,81.8,0.79,Beli Fruit,417.68,Potato,148.4
4/13/2020,Matara,22.7,300,75.6,1.36,Beli Fruit,351.92,Potato,452.18
4/13/2020,Monaragala,25.7,83.9,73.7,0.54,Beli Fruit,103.43,Potato,282.53
4/13/2020,Mullaitivu,25.5,129,88.9,1.03,Beli Fruit,480.58,Potato,370.43
4/13/2020,Nuwara Eliya,21.5,68.9,50.5,1.87,Beli Fruit,344.68,Potato,311.15
4/13/2020,Polonnaruwa,24.3,194.2,79.5,1.58,Beli Fruit,246.54,Potato,338.78
4/13/2020,Puttalam,20.6,240.4,82.2,0.64,Beli Fruit,105.93,Potato,171.14
4/13/2020,Ratnapura,35.2,270.5,86.8,0.58,Beli Fruit,276.11,Potato,133.17
4/13/2020,Trincomalee,32,40.2,61.4,1.97,Beli Fruit,431.95,Potato,73.49
4/13/2020,Vavuniya,24.1,84.9,68.1,1.19,Beli Fruit,266.83,Potato,54.28
4/13/2020,Ampara,33.7,210,60,1.11,Guava,423.91,Drumsticks,438.42
4/13/2020,Anuradhapura,34.6,32.4,55.2,1.58,Guava,309.48,Drumsticks,466.99
4/13/2020,Badulla,29.7,284.6,65.2,0.78,Guava,431.37,Drumsticks,404.96
4/13/2020,Batticaloa,28.8,48.3,51.1,1.05,Guava,490.04,Drumsticks,476.81
4/13/2020,Colombo,21.7,171.8,55.4,0.8,Guava,401.74,Drumsticks,411.58
4/13/2020,Galle,30.4,22.8,87.4,1.4,Guava,142.85,Drumsticks,198.35
4/13/2020,Gampaha,24.2,69,88.1,1.4,Guava,122.78,Drumsticks,300.46
4/13/2020,Hambantota,34.6,262.9,63.3,1.37,Guava,418.01,Drumsticks,139.22
4/13/2020,Jaffna,37.6,338.9,65.6,1.29,Guava,189.39,Drumsticks,479.99
4/13/2020,Kalutara,23.7,69.7,89.1,1.11,Guava,330.05,Drumsticks,271.4
4/13/2020,Kandy,28.7,299.9,78.8,1.29,Guava,401,Drumsticks,177.78
4/13/2020,Kegalle,31.6,349.6,78.1,0.73,Guava,236.39,Drumsticks,101.73
4/13/2020,Kilinochchi,37.5,366.5,62.7,1.86,Guava,362.53,Drumsticks,177.04
4/13/2020,Kurunegala,34.3,396.6,70,0.52,Guava,419.46,Drumsticks,86.17
4/13/2020,Mannar,25.7,97.4,88.9,1.13,Guava,368.47,Drumsticks,482.68
4/13/2020,Matale,24.5,287.9,81.8,0.79,Guava,111.71,Drumsticks,153.54
4/13/2020,Matara,22.7,300,75.6,1.36,Guava,288.8,Drumsticks,327.36
4/13/2020,Monaragala,25.7,83.9,73.7,0.54,Guava,200.18,Drumsticks,77.18
4/13/2020,Mullaitivu,25.5,129,88.9,1.03,Guava,193.68,Drumsticks,323.37
4/13/2020,Nuwara Eliya,21.5,68.9,50.5,1.87,Guava,420.07,Drumsticks,261.56
4/13/2020,Polonnaruwa,24.3,194.2,79.5,1.58,Guava,70.71,Drumsticks,390.25
4/13/2020,Puttalam,20.6,240.4,82.2,0.64,Guava,161.71,Drumsticks,301.06
4/13/2020,Ratnapura,35.2,270.5,86.8,0.58,Guava,392.69,Drumsticks,363.73
4/13/2020,Trincomalee,32,40.2,61.4,1.97,Guava,92.87,Drumsticks,56.14
4/13/2020,Vavuniya,24.1,84.9,68.1,1.19,Guava,200.65,Drumsticks,64.47
4/13/2020,Ampara,33.7,210,60,1.11,Passion Fruit,260.08,Jackfruit,394
4/14/2020,Anuradhapura,34.6,32.4,55.2,1.58,Passion Fruit,489.12,Jackfruit,168.38
4/14/2020,Badulla,29.7,284.6,65.2,0.78,Passion Fruit,263.46,Jackfruit,127.71
4/14/2020,Batticaloa,28.8,48.3,51.1,1.05,Passion Fruit,478.38,Jackfruit,263.15
4/14/2020,Colombo,21.7,171.8,55.4,0.8,Passion Fruit,106.1,Jackfruit,139.29
4/14/2020,Galle,30.4,22.8,87.4,1.4,Passion Fruit,71.84,Jackfruit,181.49
4/14/2020,Gampaha,24.2,69,88.1,1.4,Passion Fruit,316.88,Jackfruit,59.87
4/14/2020,Hambantota,34.6,262.9,63.3,1.37,Passion Fruit,53.49,Jackfruit,142.62
4/14/2020,Jaffna,37.6,338.9,65.6,1.29,Passion Fruit,377.1,Jackfruit,290.2
4/14/2020,Kalutara,23.7,69.7,89.1,1.11,Passion Fruit,166.52,Jackfruit,183.51
4/14/2020,Kandy,28.7,299.9,78.8,1.29,Passion Fruit,444.66,Jackfruit,358.11
4/14/2020,Kegalle,31.6,349.6,78.1,0.73,Passion Fruit,429.66,Jackfruit,402.77
4/14/2020,Kilinochchi,37.5,366.5,62.7,1.86,Passion Fruit,468.28,Jackfruit,458.23
4/14/2020,Kurunegala,34.3,396.6,70,0.52,Passion Fruit,80.77,Jackfruit,137.56
4/14/2020,Mannar,25.7,97.4,88.9,1.13,Passion Fruit,312.46,Jackfruit,121.78
4/14/2020,Matale,24.5,287.9,81.8,0.79,Passion Fruit,154.42,Jackfruit,83.47
4/14/2020,Matara,22.7,300,75.6,1.36,Passion Fruit,136.57,Jackfruit,200.01
4/14/2020,Monaragala,25.7,83.9,73.7,0.54,Passion Fruit,116.79,Jackfruit,271.67
4/14/2020,Mullaitivu,25.5,129,88.9,1.03,Passion Fruit,332.22,Jackfruit,219.8
4/14/2020,Nuwara Eliya,21.5,68.9,50.5,1.87,Passion Fruit,459.48,Jackfruit,296.17
4/14/2020,Polonnaruwa,24.3,194.2,79.5,1.58,Passion Fruit,101.2,Jackfruit,420.13
4/14/2020,Puttalam,20.6,240.4,82.2,0.64,Passion Fruit,228.71,Jackfruit,121.11
4/14/2020,Ratnapura,35.2,270.5,86.8,0.58,Passion Fruit,431.84,Jackfruit,482.07
4/14/2020,Trincomalee,32,40.2,61.4,1.97,Passion Fruit,485.67,Jackfruit,474.61
4/14/2020,Vavuniya,24.1,84.9,68.1,1.19,Passion Fruit,152.44,Jackfruit,340.61
4/14/2020,Ampara,33.7,210,60,1.11,Rambutan,166.37,Breadfruit,353.24
4/14/2020,Anuradhapura,34.6,32.4,55.2,1.58,Rambutan,468.95,Breadfruit,414.64
4/14/2020,Badulla,29.7,284.6,65.2,0.78,Rambutan,137.98,Breadfruit,380.86
4/14/2020,Batticaloa,28.8,48.3,51.1,1.05,Rambutan,233.43,Breadfruit,153.84
4/14/2020,Colombo,21.7,171.8,55.4,0.8,Rambutan,325.9,Breadfruit,221.37
4/14/2020,Galle,30.4,22.8,87.4,1.4,Rambutan,309.08,Breadfruit,57.93
4/14/2020,Gampaha,24.2,69,88.1,1.4,Rambutan,442.87,Breadfruit,260.74
4/14/2020,Hambantota,34.6,262.9,63.3,1.37,Rambutan,420.88,Breadfruit,479.22
4/14/2020,Jaffna,37.6,338.9,65.6,1.29,Rambutan,370.26,Breadfruit,403.01
4/14/2020,Kalutara,23.7,69.7,89.1,1.11,Rambutan,179.81,Breadfruit,370.21
4/14/2020,Kandy,28.7,299.9,78.8,1.29,Rambutan,387.39,Breadfruit,175.67
4/14/2020,Kegalle,31.6,349.6,78.1,0.73,Rambutan,455.86,Breadfruit,466.57
4/14/2020,Kilinochchi,37.5,366.5,62.7,1.86,Rambutan,201.15,Breadfruit,160.42
4/14/2020,Kurunegala,34.3,396.6,70,0.52,Rambutan,75.49,Breadfruit,179.14
4/14/2020,Mannar,25.7,97.4,88.9,1.13,Rambutan,393.13,Breadfruit,182.66
4/14/2020,Matale,24.5,287.9,81.8,0.79,Rambutan,289.16,Breadfruit,103.02
4/14/2020,Matara,22.7,300,75.6,1.36,Rambutan,143.55,Breadfruit,262.42
4/14/2020,Monaragala,25.7,83.9,73.7,0.54,Rambutan,452.83,Breadfruit,104.69
4/14/2020,Mullaitivu,25.5,129,88.9,1.03,Rambutan,371.71,Breadfruit,201.47
4/14/2020,Nuwara Eliya,21.5,68.9,50.5,1.87,Rambutan,354.45,Breadfruit,272.96
4/14/2020,Polonnaruwa,24.3,194.2,79.5,1.58,Rambutan,495.9,Breadfruit,343.74
4/14/2020,Puttalam,20.6,240.4,82.2,0.64,Rambutan,218.01,Breadfruit,357.15
4/14/2020,Ratnapura,35.2,270.5,86.8,0.58,Rambutan,82.1,Breadfruit,408.7
4/14/2020,Trincomalee,32,40.2,61.4,1.97,Rambutan,396.45,Breadfruit,332.68
4/14/2020,Vavuniya,24.1,84.9,68.1,1.19,Rambutan,107.29,Breadfruit,492.08
4/14/2020,Ampara,33.7,210,60,1.11,Mangosteen,282.93,Taro,460.61
4/14/2020,Anuradhapura,34.6,32.4,55.2,1.58,Mangosteen,75.45,Taro,333.64
4/14/2020,Badulla,29.7,284.6,65.2,0.78,Mangosteen,109.22,Taro,456.31
4/14/2020,Batticaloa,28.8,48.3,51.1,1.05,Mangosteen,309.86,Taro,269.4
4/14/2020,Colombo,21.7,171.8,55.4,0.8,Mangosteen,492.87,Taro,386.3
4/14/2020,Galle,30.4,22.8,87.4,1.4,Mangosteen,293.66,Taro,104.61
4/14/2020,Gampaha,24.2,69,88.1,1.4,Mangosteen,420.76,Taro,87.48
4/14/2020,Hambantota,34.6,262.9,63.3,1.37,Mangosteen,480.8,Taro,411.18
4/14/2020,Jaffna,37.6,338.9,65.6,1.29,Mangosteen,406.63,Taro,105.21
4/14/2020,Kalutara,23.7,69.7,89.1,1.11,Mangosteen,302.91,Taro,488.87
4/14/2020,Kandy,28.7,299.9,78.8,1.29,Mangosteen,213.14,Taro,119.28
4/14/2020,Kegalle,31.6,349.6,78.1,0.73,Mangosteen,209.21,Taro,419.13
4/14/2020,Kilinochchi,37.5,366.5,62.7,1.86,Mangosteen,55.28,Taro,412.16
4/14/2020,Kurunegala,34.3,396.6,70,0.52,Mangosteen,152.45,Taro,322.4
4/14/2020,Mannar,25.7,97.4,88.9,1.13,Mangosteen,224.85,Taro,436.83
4/14/2020,Matale,24.5,287.9,81.8,0.79,Mangosteen,232.56,Taro,339.56
4/14/2020,Matara,22.7,300,75.6,1.36,Mangosteen,98.07,Taro,96.93
4/14/2020,Monaragala,25.7,83.9,73.7,0.54,Mangosteen,143.46,Taro,119.29
4/14/2020,Mullaitivu,25.5,129,88.9,1.03,Mangosteen,200.62,Taro,388.53
4/14/2020,Nuwara Eliya,21.5,68.9,50.5,1.87,Mangosteen,226.86,Taro,376.91
4/14/2020,Polonnaruwa,24.3,194.2,79.5,1.58,Mangosteen,240.47,Taro,54.59
4/14/2020,Puttalam,20.6,240.4,82.2,0.64,Mangosteen,334.93,Taro,76.49
4/15/2020,Ratnapura,35.2,270.5,86.8,0.58,Mangosteen,390.83,Taro,51.34
4/15/2020,Trincomalee,32,40.2,61.4,1.97,Mangosteen,284.13,Taro,307.63
4/15/2020,Vavuniya,24.1,84.9,68.1,1.19,Mangosteen,333.6,Taro,190.26
4/15/2020,Ampara,33.7,210,60,1.11,Avocado,376.48,Manioc,184.81
4/15/2020,Anuradhapura,34.6,32.4,55.2,1.58,Avocado,337.2,Manioc,486.16
4/15/2020,Badulla,29.7,284.6,65.2,0.78,Avocado,51.27,Manioc,179.99
4/15/2020,Batticaloa,28.8,48.3,51.1,1.05,Avocado,449.24,Manioc,92
4/15/2020,Colombo,21.7,171.8,55.4,0.8,Avocado,450.67,Manioc,252.67
4/15/2020,Galle,30.4,22.8,87.4,1.4,Avocado,279.93,Manioc,308.25
4/15/2020,Gampaha,24.2,69,88.1,1.4,Avocado,453.34,Manioc,106.75
4/15/2020,Hambantota,34.6,262.9,63.3,1.37,Avocado,287.15,Manioc,80.8
4/15/2020,Jaffna,37.6,338.9,65.6,1.29,Avocado,241.97,Manioc,146.54
4/15/2020,Kalutara,23.7,69.7,89.1,1.11,Avocado,107.35,Manioc,330.24
4/15/2020,Kandy,28.7,299.9,78.8,1.29,Avocado,297.05,Manioc,397.18
4/15/2020,Kegalle,31.6,349.6,78.1,0.73,Avocado,174.74,Manioc,496.8
4/15/2020,Kilinochchi,37.5,366.5,62.7,1.86,Avocado,74.39,Manioc,496.56
4/15/2020,Kurunegala,34.3,396.6,70,0.52,Avocado,310.15,Manioc,431.74
4/15/2020,Mannar,25.7,97.4,88.9,1.13,Avocado,263.35,Manioc,97.63
4/15/2020,Matale,24.5,287.9,81.8,0.79,Avocado,179.58,Manioc,376.24
4/15/2020,Matara,22.7,300,75.6,1.36,Avocado,138.55,Manioc,216.1
4/15/2020,Monaragala,25.7,83.9,73.7,0.54,Avocado,53.62,Manioc,225.89
4/15/2020,Mullaitivu,25.5,129,88.9,1.03,Avocado,261.5,Manioc,419.1
4/15/2020,Nuwara Eliya,21.5,68.9,50.5,1.87,Avocado,429.69,Manioc,151.49
4/15/2020,Polonnaruwa,24.3,194.2,79.5,1.58,Avocado,370.38,Manioc,320.96
4/15/2020,Puttalam,20.6,240.4,82.2,0.64,Avocado,149.22,Manioc,104.66
4/15/2020,Ratnapura,35.2,270.5,86.8,0.58,Avocado,91.74,Manioc,57.38
4/15/2020,Trincomalee,32,40.2,61.4,1.97,Avocado,333.65,Manioc,223.9
4/15/2020,Vavuniya,24.1,84.9,68.1,1.19,Avocado,392.02,Manioc,327.84
4/15/2020,Ampara,33.7,210,60,1.11,Rose Apple,82.78,Winged Bean,196.44
4/15/2020,Anuradhapura,34.6,32.4,55.2,1.58,Rose Apple,76.79,Winged Bean,408.02
4/15/2020,Badulla,29.7,284.6,65.2,0.78,Rose Apple,215.12,Winged Bean,442.56
4/15/2020,Batticaloa,28.8,48.3,51.1,1.05,Rose Apple,176.72,Winged Bean,400.59
4/15/2020,Colombo,21.7,171.8,55.4,0.8,Rose Apple,416.74,Winged Bean,166.02
4/15/2020,Galle,30.4,22.8,87.4,1.4,Rose Apple,263.64,Winged Bean,245.98
4/15/2020,Gampaha,24.2,69,88.1,1.4,Rose Apple,421.32,Winged Bean,256.26
4/15/2020,Hambantota,34.6,262.9,63.3,1.37,Rose Apple,77.76,Winged Bean,485.6
4/15/2020,Jaffna,37.6,338.9,65.6,1.29,Rose Apple,174.47,Winged Bean,250.36
4/15/2020,Kalutara,23.7,69.7,89.1,1.11,Rose Apple,197.23,Winged Bean,276.07
4/15/2020,Kandy,28.7,299.9,78.8,1.29,Rose Apple,269.66,Winged Bean,440.86
4/15/2020,Kegalle,31.6,349.6,78.1,0.73,Rose Apple,182.42,Winged Bean,444.03
4/15/2020,Kilinochchi,37.5,366.5,62.7,1.86,Rose Apple,125.14,Winged Bean,82.23
4/15/2020,Kurunegala,34.3,396.6,70,0.52,Rose Apple,232.92,Winged Bean,386.58
4/15/2020,Mannar,25.7,97.4,88.9,1.13,Rose Apple,470.71,Winged Bean,86.22
4/15/2020,Matale,24.5,287.9,81.8,0.79,Rose Apple,415.16,Winged Bean,358.81
4/15/2020,Matara,22.7,300,75.6,1.36,Rose Apple,64.39,Winged Bean,127.8
4/15/2020,Monaragala,25.7,83.9,73.7,0.54,Rose Apple,461.87,Winged Bean,84.34
4/15/2020,Mullaitivu,25.5,129,88.9,1.03,Rose Apple,105.11,Winged Bean,88.7
4/15/2020,Nuwara Eliya,21.5,68.9,50.5,1.87,Rose Apple,478.02,Winged Bean,217.65
4/15/2020,Polonnaruwa,24.3,194.2,79.5,1.58,Rose Apple,79.36,Winged Bean,482.38
4/15/2020,Puttalam,20.6,240.4,82.2,0.64,Rose Apple,151.68,Winged Bean,343.84
4/15/2020,Ratnapura,35.2,270.5,86.8,0.58,Rose Apple,183.19,Winged Bean,64.58
4/15/2020,Trincomalee,32,40.2,61.4,1.97,Rose Apple,259.02,Winged Bean,379.6
4/15/2020,Vavuniya,24.1,84.9,68.1,1.19,Rose Apple,88.38,Winged Bean,424.92
4/15/2020,Ampara,33.7,210,60,1.11,Soursop,367.82,Bitter Melon,313.16
4/15/2020,Anuradhapura,34.6,32.4,55.2,1.58,Soursop,390.91,Bitter Melon,360.59
4/15/2020,Badulla,29.7,284.6,65.2,0.78,Soursop,433.39,Bitter Melon,54.47
4/15/2020,Batticaloa,28.8,48.3,51.1,1.05,Soursop,414.43,Bitter Melon,161.58
4/15/2020,Colombo,21.7,171.8,55.4,0.8,Soursop,89.83,Bitter Melon,252.38
4/15/2020,Galle,30.4,22.8,87.4,1.4,Soursop,58.32,Bitter Melon,361.6
4/15/2020,Gampaha,24.2,69,88.1,1.4,Soursop,195.41,Bitter Melon,438.48
4/15/2020,Hambantota,34.6,262.9,63.3,1.37,Soursop,131.08,Bitter Melon,315.39
4/15/2020,Jaffna,37.6,338.9,65.6,1.29,Soursop,481.19,Bitter Melon,423.08
4/15/2020,Kalutara,23.7,69.7,89.1,1.11,Soursop,418.38,Bitter Melon,58.91
4/15/2020,Kandy,28.7,299.9,78.8,1.29,Soursop,174.58,Bitter Melon,255.94
4/15/2020,Kegalle,31.6,349.6,78.1,0.73,Soursop,396.47,Bitter Melon,69.88
4/15/2020,Kilinochchi,37.5,366.5,62.7,1.86,Soursop,55.54,Bitter Melon,340.93
4/15/2020,Kurunegala,34.3,396.6,70,0.52,Soursop,221.25,Bitter Melon,50.43
4/15/2020,Mannar,25.7,97.4,88.9,1.13,Soursop,244.17,Bitter Melon,83.68
4/15/2020,Matale,24.5,287.9,81.8,0.79,Soursop,447.06,Bitter Melon,204.05
4/15/2020,Matara,22.7,300,75.6,1.36,Soursop,133.83,Bitter Melon,285.05
4/15/2020,Monaragala,25.7,83.9,73.7,0.54,Soursop,352.28,Bitter Melon,460.62
4/16/2020,Mullaitivu,25.5,129,88.9,1.03,Soursop,310.71,Bitter Melon,347.36
4/16/2020,Nuwara Eliya,21.5,68.9,50.5,1.87,Soursop,415.83,Bitter Melon,240.39
4/16/2020,Polonnaruwa,24.3,194.2,79.5,1.58,Soursop,314.79,Bitter Melon,143.9
4/16/2020,Puttalam,20.6,240.4,82.2,0.64,Soursop,124.17,Bitter Melon,202.23
4/16/2020,Ratnapura,35.2,270.5,86.8,0.58,Soursop,68.43,Bitter Melon,163.9
4/16/2020,Trincomalee,32,40.2,61.4,1.97,Soursop,436.75,Bitter Melon,70.76
4/16/2020,Vavuniya,24.1,84.9,68.1,1.19,Soursop,244.2,Bitter Melon,342.54
4/16/2020,Ampara,33.7,210,60,1.11,Custard Apple,305.07,Brinjal,71.38
4/16/2020,Anuradhapura,34.6,32.4,55.2,1.58,Custard Apple,411.32,Brinjal,104.7
4/16/2020,Badulla,29.7,284.6,65.2,0.78,Custard Apple,144.88,Brinjal,143.75
4/16/2020,Batticaloa,28.8,48.3,51.1,1.05,Custard Apple,171.7,Brinjal,257.84
4/16/2020,Colombo,21.7,171.8,55.4,0.8,Custard Apple,388.77,Brinjal,327.89
4/16/2020,Galle,30.4,22.8,87.4,1.4,Custard Apple,418.76,Brinjal,236.41
4/16/2020,Gampaha,24.2,69,88.1,1.4,Custard Apple,348.75,Brinjal,376.62
4/16/2020,Hambantota,34.6,262.9,63.3,1.37,Custard Apple,333.04,Brinjal,75.97
4/16/2020,Jaffna,37.6,338.9,65.6,1.29,Custard Apple,448.29,Brinjal,95.97
4/16/2020,Kalutara,23.7,69.7,89.1,1.11,Custard Apple,374.76,Brinjal,423.8
4/16/2020,Kandy,28.7,299.9,78.8,1.29,Custard Apple,351.65,Brinjal,94.2
4/16/2020,Kegalle,31.6,349.6,78.1,0.73,Custard Apple,128.2,Brinjal,469.97
4/16/2020,Kilinochchi,37.5,366.5,62.7,1.86,Custard Apple,388.72,Brinjal,364.4
4/16/2020,Kurunegala,34.3,396.6,70,0.52,Custard Apple,248.41,Brinjal,179.72
4/16/2020,Mannar,25.7,97.4,88.9,1.13,Custard Apple,431.17,Brinjal,147.41
4/16/2020,Matale,24.5,287.9,81.8,0.79,Custard Apple,384.33,Brinjal,117.34
4/16/2020,Matara,22.7,300,75.6,1.36,Custard Apple,80.92,Brinjal,327
4/16/2020,Monaragala,25.7,83.9,73.7,0.54,Custard Apple,110.57,Brinjal,191.94
4/16/2020,Mullaitivu,25.5,129,88.9,1.03,Custard Apple,112.47,Brinjal,275.14
4/16/2020,Nuwara Eliya,21.5,68.9,50.5,1.87,Custard Apple,445.6,Brinjal,105.11
4/16/2020,Polonnaruwa,24.3,194.2,79.5,1.58,Custard Apple,490.09,Brinjal,88.01
4/16/2020,Puttalam,20.6,240.4,82.2,0.64,Custard Apple,322.6,Brinjal,156.32
4/16/2020,Ratnapura,35.2,270.5,86.8,0.58,Custard Apple,235.78,Brinjal,93.71
4/16/2020,Trincomalee,32,40.2,61.4,1.97,Custard Apple,100.11,Brinjal,471.68
4/16/2020,Vavuniya,24.1,84.9,68.1,1.19,Custard Apple,75.51,Brinjal,79.44
4/16/2020,Ampara,33.7,210,60,1.11,Gooseberry,195.73,Long Purple Eggplant,315.23
4/16/2020,Anuradhapura,34.6,32.4,55.2,1.58,Gooseberry,169.8,Long Purple Eggplant,168.26
4/16/2020,Badulla,29.7,284.6,65.2,0.78,Gooseberry,483.98,Long Purple Eggplant,344.75
